status,company_id,paper_id,symbol,reason,api,paper_type_he,success
FAILED,N/A,86357522,GZ6E880.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86357415,GZ6E780.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86222080,CE6C4800.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86222742,HR6C021000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86244886,EU6C0355.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86363801,BG6D071000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86323284,IC6D062000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86358181,ML6D043500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86357571,GZ6E1150.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86285442,DK6D076000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86411147,LM6E7400.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86285491,DK6D066000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86245289,TL6C004540,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86421104,BK6C007770,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86357514,GZ6E860.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86342839,BK6D009830,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86421153,BK6C007670,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86353554,DK6D087000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86352853,NC6E041000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86352804,NC6E036000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86281359,TL6D003840,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86383460,IC6D069000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86271327,TA6D004360,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86223096,SF6C3800.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86383346,IS6D192.50,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86225869,BG6C023000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86383254,IS6C175.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86291945,CE6D3200.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86292190,CE6C3350.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86357423,GZ6E760.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86225828,BG6C088000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86339058,TA6D003650,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86224185,ZN6C110.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86286903,IC6C079000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86357472,GZ6E660.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86275062,BK6C009010,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86221884,CE6C3600.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86270840,TA6D003960,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86270899,TA6D003860,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86223633,PX6C001.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86224219,ZN6C052.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86223153,SF6C4400.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86341062,BK6E008480,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86357019,PZ6E135000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86275310,BK6C009510,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86292158,CE6C3750.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86356946,PZ6E092000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86339157,TA6D004350,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86362571,HZ6E3700.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86247079,AM6C3100.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86338175,TA6E004140,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86350253,TL6D004290,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86362696,HZ6E4200.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86275419,BK6C009710,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86292083,CE6D4700.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86350204,TL6D004190,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86246782,BG6C092000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86383114,CL6E1200.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86349826,TL6D004090,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86273802,BK6D007740,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86339306,TA6D004650,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86292117,CE6D1900.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86340767,BK6E009080,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86226370,AM6C4300.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86245263,TL6C004500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86408697,MZ6E018500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86222718,HR6C016000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86338241,TA6E004000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86293214,SF6D4600.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86292026,CE6D4100.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86246188,ML6C054000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86338548,TA6E004400,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86341757,BK6E009980,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86237138,EU6F0400.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86237096,EU6F0350.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86309374,MG6D1300.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86292745,HR6D015500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86309275,AM6D2000.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86356813,PZ6E082000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86356862,PZ6E072000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86292760,HR6D6800.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86275211,BK6C009310,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86341450,BK6E009380,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86411113,LM6D8800.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86338902,TA6D003950,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86223690,PX6C012000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86273554,BK6D008240,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86411543,LM6D8100.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86328911,AM6C1900.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86245602,EL6C235000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86410982,LM6D7600.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86411196,LM6E6400.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86338449,TA6E003600,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86314317,TV6C012500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86411501,LM6D7100.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86292141,CE6D6400.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86314531,DK6C102500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86345535,CL6D1775.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86338746,TA6E004800,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86408671,MZ6C018500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86342334,BK6D008690,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86411048,LM6D6400.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86342433,BK6D008490,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86273406,BK6D008540,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86292679,HR6D012500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86245271,TL6C004520,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86342136,BK6D009090,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86342185,BK6D008990,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86410966,LM6C8800.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86294311,ZN6C095.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86421898,TS6C016750,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86328846,BG6D096000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86328721,PX6C020000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86294253,ZN6D155.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86293776,PX6D7400.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86349875,TL6D003990,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86349925,TL6D003890,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86345394,CL6E1800.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,85974236,DL6C0310.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86328556,HR6D019500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86342565,BK6D009290,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86314440,TL6C004840,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86314515,DK6D115000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86314333,TV6D018000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86410834,LM6C7600.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86411428,LM6C7100.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86397551,TL6C005150,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86314507,DK6C115000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86399839,MG6C2300.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86411469,LM6C8100.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86362621,HZ6E3200.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86362811,HZ6D3850.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86273976,BK6D009040,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86285640,DK6D041000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86285798,DK6C093000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86293792,PX6D4500.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86352754,NC6E031000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86352887,NC6E010500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86285749,DK6C083000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86340700,BK6E009200,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86340759,BK6E009100,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86340809,BK6E009000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86340858,BK6E008900,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86294675,HZ6D3300.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86350154,TL6D003430,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86294691,HZ6D4300.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86274073,BK6D009240,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86355971,AZ6E024000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86356029,AZ6D044500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86355302,EL6E245000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86355351,EL6E270000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86357001,PZ6E025000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86352952,NC6D036500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86265642,DR6C2300.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86410891,LM6C6400.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86328192,DK6D160000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86362795,HZ6D3350.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86286283,IS6D250.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86294261,ZN6D032.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86362217,ZN6E115.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86349974,TL6D003790,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86350022,TL6D003690,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86286259,IS6D190.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86286366,IS6C215.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86294238,ZN6D125.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86421054,BK6E007320,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86421179,BK6D007770,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86421229,BK6D007670,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86421013,BK6D007280,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86326485,BK6D010780,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86357084,PZ6D087000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86326436,BK6D010680,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86357043,PZ6D077000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86342714,BK6D009590,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86421120,BK6C007730,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86326386,BK6D010580,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86326337,BK6C010740,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86355468,EL6D237500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86355427,EL6D212500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86354594,IC6E110000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86354545,IC6E094000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86410842,LM6C7400.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86295888,BG6C075000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86326287,BK6C010640,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86342862,BK6D009890,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86411279,LM6E9000.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86399656,MN6D064000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86240223,CI6C016500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86224771,HZ6C6600.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86294733,HZ6D4700.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86294766,HZ6D2100.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86274321,BK6D009740,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86326733,BK6C010330,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86247368,AG6C016000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86326683,BK6C010230,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86247228,EN6C026000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86326634,BK6C010130,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86274479,BK6D010040,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86347051,TV6E012000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86399714,MN6C057000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86399441,BG6D089000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86296803,EN6D028000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86399540,AG6D014750,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86341286,BK6E008040,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86295797,BG6D082000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86246832,BG6C135000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86237120,EU6F0390.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86237104,EU6F0340.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86224680,HZ6C4200.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86295839,BG6D090000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86297140,AG6D013500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86347572,DS6E1200.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86347655,DS6D4150.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86296274,AM6D2400.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86350121,TL6D003490,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86350071,TL6D003590,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86362167,ZN6E096.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86362241,ZN6E054.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86362332,ZN6D117.50,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86341138,BK6E008340,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86296282,AM6D2300.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86356482,DR6E2400.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86356409,DR6E1950.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86297991,MN6D033000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86399268,ZN6D140.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86399151,PX6E031000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86399110,PX6C022000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86399037,HR6C020500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86325750,TA6D004740,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86325727,TA6C004780,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86316106,TA6C004730,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86296795,EN6D5200.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86245800,AZ6C045000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86362316,ZN6D097.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86361722,PX6E019000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86298577,MG6D1700.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389822,HR6C019250,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389848,HR6D019250,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86340981,BK6E008640,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86234382,BK6C006860,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389665,CE6E4900.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86297157,AG6D013000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389707,CE6D4350.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389681,CE6E6600.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389855,HR6D019750,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389673,CE6E5000.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86297546,CI6D022000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389830,HR6C019750,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86340833,BK6E008940,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86297926,MN6D001.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389657,CE6D5000.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86245586,EL6C225000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86011269,DL6C0370.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389467,PN6D5400.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86245123,BZ6C860.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86339025,TA6D003710,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86341484,BK6E009440,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86341385,BK6E009240,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86285723,DK6C073000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86282555,TL6C004150,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389715,CE6D4450.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86298031,MN6D042000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86348505,BZ6E960.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86245065,TV6C7800.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389475,PN6E5400.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389525,PN6D4650.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389335,ST6E017000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389541,PN6D4850.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389517,PN6C4850.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389376,ST6D015750,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86352291,BN6E029000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86282290,TL6C003550,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86297702,CI6C020500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86341633,BK6E009740,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86282407,TL6C003330,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389699,CE6C4450.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389533,PN6D4750.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389509,PN6C4750.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389459,PN6C5400.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389327,ST6D017000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86338779,TA6D004210,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86281573,TL6D003400,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86265501,TL6C004800,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86338878,TA6D004010,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86265758,ST6C014000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86338928,TA6D003910,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86265691,GZ6C1550.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86285616,DK6D098000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86285566,DK6D088000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86285434,DK6D078000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86285483,DK6D068000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86285624,DK6D100000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86285574,DK6D090000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86285426,DK6D080000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389491,PN6D7200.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389483,PN6C7200.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389350,ST6D024000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86281474,TL6D003600,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86223732,PX6C016000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86398963,CE6C4750.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86398724,GZ6E1200.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86398625,PZ6D093000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86411204,LM6E6200.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86410826,LM6E001.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86411105,LM6D8600.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86352739,NC6E033000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86398740,GZ6C1750.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86411071,LM6D8000.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86224607,HZ6C3800.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86339181,TA6D004410,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86352903,NC6D033500,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86282100,TL6C003930,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86224201,ZN6C120.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86224060,ZN6C001.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86397528,TL6E005160,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86282548,TL6C004130,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86341989,BK6E010440,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86282258,TL6C003630,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389368,ST6C015750,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86282795,TL6C004630,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86352895,NC6E058000,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389137,GZ6E1500.0,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389194,GZ6D990.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86389145,GZ6D890.00,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86338415,TA6E003660,HTTP 404,,"אופציית מעו""ף",0
FAILED,N/A,86282696,TL6C004430,HTTP 404,,"אופציית מעו""ף",0
